,rank,Track Name,Artist,views,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,season,season1,year,year1,week,Precipitation,GDP,Suicide,Unemployment,population,temperature_ave,hi_temp,low_temp,time,date
2127,28位,ONE,Aimer,0.92,0.573,0.918,-3.4530000000000000,0.0662,9.78E-05,3.49E-06,0.129,0.831,129.046,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2128,29位,Baby Can't You See,WONK,0.88,0.387,0.5530000000000000,-6.819,0.075,0.139,2.87E-05,0.0849,0.528,89.625,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2129,30位,Some,BOL 4.00,0.84,0.659,0.799,-2.849,0.0629,0.417,0.0,0.0562,0.782,103.99,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2130,31位,スパイダー,SPITZ,0.8,0.625,0.85,-4.667,0.0295,0.29100000000000000,2.44E-06,0.0966,0.617,126.937,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2131,32位,Turn Your Love Around,AmPm,0.76,0.621,0.6780000000000000,-7.887,0.0329,0.0824,0.000101,0.227,0.306,125.979,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2132,33位,Cyanotype,SPiCYSOL,0.72,0.698,0.826,-5.418000000000000,0.0509,0.0806,0.0,0.251,0.8490000000000000,104.046,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2133,34位,Let Me Take You,banvox,0.68,0.68,0.94,-0.131,0.215,0.0146,0.0,0.152,0.256,173.955,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2134,35位,PICK IT UP (feat. A$AP Rocky),Famous Dex,0.64,0.921,0.467,-8.443,0.119,0.0149,0.000238,0.334,0.287,135.995,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2135,36位,Never Let You Go (feat. John Newman),Kygo,0.6,0.742,0.745,-4.966,0.0831,0.0702,0.0,0.0909,0.527,123.017,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2136,37位,Jet,Digitalism,0.56,0.657,0.55,-10.651,0.0342,0.00182,0.895,0.0416,0.153,124.998,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2137,38位,Burning,Sam Smith,0.52,0.493,0.221,-9.301,0.0486,0.8740000000000000,0.0,0.285,0.353,82.273,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2138,39位,slow dancer,OYASUMI HOLOGRAM,0.48,0.4370000000000000,0.879,-2.945,0.0471,0.0212,0.008460000000000000,0.0721,0.239,82.391,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2139,40位,君が思い出になる前に,SPITZ,0.44,0.636,0.68,-4.007,0.0242,0.402,0.0,0.0809,0.349,99.095,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2140,41位,空,Taichi Mukai,0.4,0.51,0.8030000000000000,-4.702,0.133,0.022,0.0,0.648,0.602,172.22800000000000,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2141,42位,チェリー,SPITZ,0.36,0.652,0.8060000000000000,-3.2030000000000000,0.0277,0.207,5.53E-05,0.135,0.732,97.053,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2142,43位,All Night Long feat. MATTON,Shin Sakiura,0.32,0.82,0.564,-7.996,0.0663,0.0714,0.000162,0.327,0.575,101.029,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2143,44位,ロビンソン,SPITZ,0.28,0.636,0.81,-3.985,0.0277,0.586,0.0,0.151,0.622,111.053,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2144,45位,空も飛べるはず,SPITZ,0.24,0.593,0.81,-4.3890000000000000,0.0278,0.0424,2.83E-06,0.119,0.67,114.936,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2145,46位,翼を持つ者 〜Not an angel Just a dreamer〜,i☆Ris,0.2,0.321,0.8290000000000000,-5.454,0.0546,0.397,0.0,0.0683,0.453,179.963,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2146,47位,It's My House,MIKA,0.16,0.67,0.843,-3.309,0.0427,0.0144,0.0,0.0753,0.782,110.064,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2147,48位,見えない糸 ~Never Be The Lonely One~,Mizuki Ohira,0.12,0.64,0.562,-6.504,0.0385,0.441,1.42E-05,0.107,0.495,92.078,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2148,49位,The Doomed,A Perfect Circle,0.08,0.3670000000000000,0.903,-5.956,0.175,0.0477,0.00124,0.235,0.239,106.329,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2149,50位,Taken a Tumble,Stereophonics,0.04,0.618,0.885,-4.524,0.0409,0.139,1.46E-06,0.0987,0.795,141.035,17年11月1週目,2017-11-01,2017年,2017,43週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,43,43
2150,1位,Lemon,N.E.R.D,2.0,0.919,0.73,-6.581,0.08800000000000000,0.00194,8.51E-05,0.101,0.189,95.044,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2151,2位,愛のせい,Rina Katahira,1.96,0.642,0.431,-6.6320000000000000,0.0257,0.0152,3.35E-06,0.0392,0.612,94.958,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2152,3位,CHOCOLATE,CHANMINA,1.92,0.795,0.742,-4.722,0.0556,0.0614,2.64E-06,0.0669,0.267,92.002,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2153,4位,僕はロボットごしの君に恋をする,THE SxPLAY,1.88,0.7090000000000000,0.677,-3.677,0.0269,0.7760000000000000,0.0,0.16,0.37,109.984,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2154,5位,Our Streets (feat. A$AP Ferg) (feat. A$AP Ferg),DJ Premier,1.84,0.349,0.892,-3.011,0.35100000000000000,0.112,0.0,0.212,0.8490000000000000,172.639,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2155,6位,my town,YEN TOWN BAND,1.8,0.621,0.57,-5.8260000000000000,0.0236,0.0978,3.96E-05,0.157,0.665,83.994,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2156,7位,Holiday,Kota Banks,1.76,0.802,0.615,-4.718,0.0582,0.146,3.48E-06,0.152,0.5670000000000000,126.069,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2157,8位,THE WAY,ISSUGI,1.72,0.44,0.888,-4.229,0.266,0.429,0.0,0.2,0.599,112.325,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2158,9位,slow dancer,OYASUMI HOLOGRAM,1.68,0.4370000000000000,0.879,-2.945,0.0471,0.0212,0.008460000000000000,0.0721,0.239,82.391,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2159,10位,Eyes On The Horizon,Nic Cester,1.64,0.555,0.778,-4.785,0.0259,0.00662,0.000217,0.0876,0.35700000000000000,82.009,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2160,11位,Ready Yet,Sasha Sloan,1.6,0.73,0.38,-10.242,0.114,0.755,0.0,0.202,0.468,117.867,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2161,12位,SWIM,SIRUP,1.56,0.667,0.512,-7.956,0.0686,0.515,0.0,0.21,0.855,88.071,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2162,13位,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,1.52,0.721,0.873,-4.7410000000000000,0.119,0.0789,0.0,0.0824,0.552,79.943,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2163,14位,乳房の勾配,KIRINJI,1.48,0.6920000000000000,0.696,-7.809,0.0272,0.153,6.43E-05,0.121,0.722,102.005,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2164,15位,LIKEY,TWICE,1.44,0.723,0.898,-1.081,0.0354,0.431,0.0015,0.136,0.394,131.96,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2165,16位,Do You Care (feat. Iselin),Ryan Riback,1.4,0.608,0.703,-7.901,0.0635,0.0731,0.0111,0.08,0.578,184.078,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2166,17位,Wolves,Selena Gomez,1.36,0.715,0.802,-4.647,0.0394,0.139,0.0,0.177,0.327,124.989,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2167,18位,raingurl,Yaeji,1.32,0.929,0.5720000000000000,-6.928,0.0506,0.017,0.00353,0.122,0.28800000000000000,128.014,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2168,19位,ステップアップLOVE,DAOKO,1.28,0.672,0.988,-2.055,0.116,0.0254,9.28E-06,0.142,0.81,128.029,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2169,20位,"Baby, You Make Me Crazy",Sam Smith,1.24,0.513,0.648,-7.714000000000000,0.0994,0.007390000000000000,4.87E-05,0.17600000000000000,0.4970000000000000,169.743,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2170,21位,U U,pavilion xool,1.2,0.68,0.547,-7.687,0.0301,0.262,0.0107,0.0937,0.142,140.002,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2171,22位,I Miss You (feat. Julia Michaels),Clean Bandit,1.16,0.638,0.6580000000000000,-6.318,0.0456,0.245,3.77E-06,0.0919,0.33,105.076,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2172,23位,Santa's Coming For Us,Sia,1.12,0.669,0.8540000000000000,-4.4860000000000000,0.0999,0.0205,0.0,0.047,0.7070000000000000,93.057,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2173,24位,Swallowtail Butterfly~あいのうた~ - Remastered 2015,YEN TOWN BAND,1.08,0.517,0.466,-7.2430000000000000,0.0276,0.467,0.00106,0.117,0.354,74.92700000000000,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2174,25位,Intrepid,Pinegrove,1.04,0.376,0.542,-9.417,0.0682,0.0919,4.44E-05,0.106,0.157,122.503,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2175,26位,PART TIME HERO,HONEST BOYZ(R),1.0,0.813,0.898,-4.222,0.0681,0.23,0.0,0.233,0.754,102.004,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2176,27位,All Falls Down (feat. Juliander),Alan Walker,0.96,0.6580000000000000,0.6780000000000000,-4.407,0.058,0.303,0.0,0.361,0.662,97.976,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2177,28位,Run This Town,Niiko x SWAE,0.92,0.733,0.475,-11.72,0.0695,0.0118,0.358,0.0959,0.34700000000000000,103.046,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2178,29位,Last Weekend,Luca Testa,0.88,0.539,0.928,-4.69,0.0572,0.00177,1.15E-05,0.189,0.345,150.026,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2179,30位,Avril 14th (Aphex Twin) - Vanessa Wagner Version,Murcof,0.84,0.395,0.0826,-18.982,0.0432,0.995,0.93,0.126,0.119,93.288,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2180,31位,Call It What You Want,Taylor Swift,0.8,0.599,0.508,-9.894,0.105,0.193,0.000177,0.329,0.269,163.957,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2181,32位,Lonely Together,Sofia Karlberg,0.76,0.306,0.248,-11.211,0.0596,0.8960000000000000,0.0,0.104,0.392,74.374,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2182,33位,Can You Feel the Love Tonight - AmPm Remix,Beverly,0.72,0.635,0.7490000000000000,-7.3680000000000000,0.033,0.0104,0.00298,0.0706,0.552,98.045,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2183,34位,Taste,Rhye,0.68,0.773,0.406,-10.241,0.105,0.895,0.343,0.12,0.384,104.047,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2184,35位,手紙,Harukatomiyuki,0.64,0.518,0.462,-7.765,0.0296,0.208,0.000382,0.117,0.33,76.935,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2185,36位,Cyanotype,SPiCYSOL,0.6,0.698,0.826,-5.418000000000000,0.0509,0.0806,0.0,0.251,0.8490000000000000,104.046,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2186,37位,Talk Good,Grace VanderWaal,0.56,0.833,0.546,-7.825,0.0721,0.138,0.0,0.0956,0.541,102.004,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2187,38位,Fxxker,CHANMINA,0.52,0.6860000000000000,0.836,-5.994,0.101,0.000593,2.98E-05,0.102,0.6890000000000000,132.09,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2188,39位,Say A Little Prayer,Moguai,0.48,0.377,0.8740000000000000,-5.496,0.0444,0.103,0.00018,0.197,0.35100000000000000,121.953,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2189,40位,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,0.44,0.703,0.407,-12.155,0.0504,0.706,0.0,0.45,0.8490000000000000,140.05700000000000,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2190,41位,"$4,000,000 (feat. Ma$e & Big Gigantic) (feat. Ma$e & Big Gigantic) - Oliver Heldens Remix",Steve Aoki,0.4,0.773,0.8760000000000000,-4.806,0.0453,0.0004730000000000000,0.000375,0.0629,0.481,124.015,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2191,42位,Boom Boom,RedOne,0.36,0.7490000000000000,0.759,-8.065,0.0451,0.004530000000000000,0.0,0.202,0.584,110.004,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2192,43位,軽自動車,SUSHIBOYS,0.32,0.5770000000000000,0.8010000000000000,-4.968,0.0594,0.0274,0.0,0.383,0.464,98.098,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2193,44位,Everywhere I Go,Jayceeoh,0.28,0.6630000000000000,0.8910000000000000,-5.548000000000000,0.0385,0.000213,3.93E-05,0.225,0.358,105.012,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2194,45位,チェリー,SPITZ,0.24,0.652,0.8060000000000000,-3.2030000000000000,0.0277,0.207,5.53E-05,0.135,0.732,97.053,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2195,46位,Dive With Me,LVNDSCAPE,0.2,0.68,0.541,-5.909,0.032,0.341,1.02E-06,0.23,0.447,97.005,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2196,47位,Told You So,Miguel,0.16,0.785,0.648,-4.525,0.0373,0.134,0.0,0.0771,0.6890000000000000,118.033,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2197,48位,秒針 Re:time,Shuta Sueyoshi,0.12,0.338,0.6580000000000000,-6.218,0.0449,0.0458,0.0,0.0565,0.642,165.96200000000000,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2198,49位,Get Out Of Your Own Way,U2,0.08,0.564,0.7660000000000000,-9.612,0.0535,0.0227,1.62E-05,0.557,0.423,130.019,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2199,50位,ニュータイプトーキョー,Reol,0.04,0.514,0.954,-3.033,0.194,0.00137,0.0,0.249,0.871,209.875,17年11月2週目,2017-11-02,2017年,2017,44週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,44,44
2200,1位,Walk On Water (feat. Beyoncé),Eminem,2.0,0.49,0.598,-4.814,0.18600000000000000,0.8010000000000000,0.0,0.5760000000000000,0.61,84.00400000000000,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2201,2位,Summer Situation,STUTS,1.96,0.677,0.7560000000000000,-4.194,0.0641,0.145,2.17E-06,0.0796,0.866,84.50400000000000,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2202,3位,ダンシング・ヒーロー(Eat You Up) - Dear Pop Singer Version,Yoko Oginome,1.92,0.65,0.954,-2.504,0.0893,0.0449,0.0,0.373,0.7070000000000000,131.92600000000000,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2203,4位,WITH YOU (GET IT ON),Analogfish,1.88,0.509,0.769,-7.173000000000000,0.0656,0.0645,0.28800000000000000,0.114,0.274,164.018,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2204,5位,raingurl,Yaeji,1.84,0.929,0.5720000000000000,-6.928,0.0506,0.017,0.00353,0.122,0.28800000000000000,128.014,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2205,6位,Neko Boogie - Vu Ja De ver.,Haruomi Hosono,1.8,0.8420000000000000,0.463,-10.235,0.0822,0.877,0.00426,0.0836,0.847,92.894,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2206,7位,days goes by,Yutaka Furukawa,1.76,0.6580000000000000,0.672,-6.135,0.0316,0.000729,4.53E-06,0.173,0.8540000000000000,133.964,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2207,8位,How do you feel about me ?,Nodoka Kirishima,1.72,0.546,0.625,-6.359,0.0947,0.158,0.0745,0.484,0.49,148.026,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2208,9位,僕はロボットごしの君に恋をする,THE SxPLAY,1.68,0.7090000000000000,0.677,-3.677,0.0269,0.7760000000000000,0.0,0.16,0.37,109.984,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2209,10位,Man's Not Hot,Big Shaq,1.64,0.895,0.885,-4.182,0.268,0.11,4.04E-05,0.106,0.633,134.97300000000000,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2210,11位,It's You,Henry,1.6,0.545,0.468,-6.064,0.0247,0.637,0.0,0.128,0.279,76.045,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2211,12位,Ric Flair Drip (& Metro Boomin),Offset,1.56,0.88,0.428,-8.28,0.206,0.149,5.07E-05,0.114,0.333,100.007,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2212,13位,悲しみのラッキースター - Vu Ja De ver.,Haruomi Hosono,1.52,0.6830000000000000,0.075,-16.631,0.0707,0.961,0.00149,0.105,0.523,143.597,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2213,14位,Lemon,N.E.R.D,1.48,0.919,0.73,-6.581,0.08800000000000000,0.00194,8.51E-05,0.101,0.189,95.044,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2214,15位,Chocolate,CHANMINA,1.44,0.795,0.742,-4.722,0.0556,0.0614,2.64E-06,0.0669,0.267,92.002,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2215,16位,ダンシング・ヒーロー(Eat You Up),Yoko Oginome,1.4,0.664,0.979,-5.311,0.0385,0.0212,0.000397,0.458,0.888,132.247,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2216,17位,I'm Not Her,Clara Mae,1.36,0.477,0.51,-8.94,0.275,0.228,0.0,0.0755,0.477,111.893,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2217,18位,人生一路,Hibari Misora,1.32,0.376,0.409,-10.698,0.0329,0.488,0.000177,0.141,0.515,67.922,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2218,19位,Run This Town,Niiko x SWAE,1.28,0.733,0.475,-11.72,0.0695,0.0118,0.358,0.0959,0.34700000000000000,103.046,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
2219,20位,Sensualidad,Bad Bunny,1.24,0.807,0.6810000000000000,-6.268,0.0983,0.423,0.0,0.0962,0.6760000000000000,140.006,17年11月3週目,2017-11-03,2017年,2017,45週目,77.9387755102041,0.2,1565.0,2.7,126714.0,10.9,22.0632653061224,1.15102040816327,45,45
